id;budget;genres;imdb_id;original_title;overview;popularity;poster_path;production_countries;release_date;title;vote_average;vote_count
31046;0;[{'id': 10770, 'name': 'TV Movie'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];tt0431420;Stone Cold;Jesse Stone is a former L.A. homicide detective who left behind the big city and an ex-wife to become the police chief of the quiet New England fishing town of Paradise. Stone's old habits die hard as he continues to indulge his two favorite things--scotch and women. When a series of murders takes place and a high school girl is raped, he's forced to face his own demons in order to solve the crimes. And, since these are the first murders to occur in Paradise, Jesse must also train his inexperienced staff of police officers to assist in the investigation to find the killers and the rapist before they can strike again.;3.557.141;/wxxHABj5UsqA7yMAaSe1R3UWK7K.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];20/02/2005;Jesse Stone: Stone Cold;6.5;33
64651;0;[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}];tt0223783;Stray Cat Rock: Sex Hunter;Mako and her girl friends enter a dispute with rival street gangsters The Eagles, a band of racist macho pigs led by the evil Baron, who hate half-breeds (descendents of afro-American and Japanese couples). When one of the girls start dating a half-breed, they start a terror campaign to take all of them out of town. Mako and her gang fight back, helping their new friend Kazuma find his long gone sister.;0.60719;/9wvtcDM2vtv9kMpbn03jDwDwSpl.jpg;[];01/09/1970;Stray Cat Rock: Sex Hunter;6.4;9
11667;35000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}];tt0111301;Street Fighter;Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.;1.358.449;/1Q5YdK91oJBXJcbCuZhKXeY4vP1.jpg;[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];22/12/1994;Street Fighter;4.1;330
33274;0;[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}];tt3514862;Street Fighter: Round One - FIGHT!;In Round One - FIGHT!: Ryu and Ken find themselves setting out to investigate the murder of their martial arts master. Their search for answers takes them to Japan where M. Bison and his assorted minions including Cammy, Vega, and Sagat keep a close eye on Ryu for reasons unknown.;0.155751;/1MqIlacGD8WJ5f8tGBuxeDFtLrP.jpg;[];03/02/2009;Street Fighter: Round One - FIGHT!;4.0;4
15268;50000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];tt0891592;Street Fighter: The Legend of Chun-Li;When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.;6.660.188;/8FJ8A4R48mqM6zoGB9uOlPisZmr.jpg;[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];27/02/2009;Street Fighter: The Legend of Chun-Li;3.9;113
1266;20000000;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];tt0421073;Street Kings;Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.;13.246.795;/2h2mThLae2QZLprtovKXRBgMM1E.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];10/04/2008;Street Kings;6.3;369
58625;0;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];tt1707687;Street Kings 2: Motor City;Ray Liotta (Goodfellas) delivers an intense, electrifying performance in this explosive follow-up to the gritty urban crime thriller Street Kings. Liotta plays Detroit detective Marty Kingston, the leader of an undercover narcotics team, whose members are being systematically murdered one by one. To solve the brutal killings, Kingston joins forces with a cocky, young homicide detective. But neither of them is prepared for the shocking corruption their investigation will uncover — stunning secrets that will set both men on a violent collision course with betrayal and vengeance.;1.718.239;/svVKzBrVQSvu8Wgut5xrUocwlKm.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];15/07/2011;Street Kings 2: Motor City;4.2;27
85373;0;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];tt1718903;StreetDance 2;After suffering humiliation by the crew Invincible, street dancer Ash  looks to gather the best dancers from around the world for a rematch.;5.728.471;/5EVriguQ8N0s4DGCPPhYingOeLd.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];30/03/2012;StreetDance 2;5.3;110
41592;5773100;[{'id': 18, 'name': 'Drama'}];tt1447972;StreetDance 3D;In order to win the Street Dance Championships, a dance crew is forced to work with ballet dancers from the Royal Dance School in exchange for rehearsal space.;4.290.276;/e35DQIzbXstNtL5rhSxKO13zpCF.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];19/05/2010;StreetDance 3D;6.1;98
71982;0;[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}];tt0112041;Streets of Laredo;Captain Woodrow Call, now retired from the Rangers, is a bounty hunter. He is hired by an eastern rail baron to track down Joey Garza, a new kind of killer, only a boy, who kills from a distance with a rifle. Joined by his old compadre Pea Eye, it is a long ride to south Texas and the Mexican side of the border, where the past, in the form of Maria Garza, Joey's mother, haunts Call.;0.780833;/8Cy4ELe3lUZyCYjn4OawNOVJTrT.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];12/11/1995;Streets of Laredo;3.0;2
10137;133000000;[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}];tt0164912;Stuart Little;The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.;83.595;/539JU71suy9q4Wd5vvkKQLl5fTC.jpg;[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];17/12/1999;Stuart Little;5.8;998
10996;120000000;[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}];tt0243585;Stuart Little 2;Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.;9.274.909;/cIZb3d1kRcmywmoYFQKhMBqvoZt.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];19/07/2002;Stuart Little 2;5.4;632
30178;0;[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}];tt0472602;Stuart Little 3: Call of the Wild;With school out for the summer, the Littles are vacationing in a cabin by the lake, and Stuart is so excited he could burst! But when Snowbell the cat is captured by a mean-spirited creature known simply as the Beast, it's up to Stuart and a skunk named Reeko to rescue him and a few other friends.;4.014.225;/8yysUCHpRQX9viGCWM6Fj8bHIP5.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];14/07/2005;Stuart Little 3: Call of the Wild;4.6;65
24789;0;[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}];tt0103002;Subspecies;The evil vampire villain Radu returns to his hometown of Prejnar, after spending years in exile. He steals the precious blood stone which is said to be bleeding from all saints, from his father and kills him. Meanwhile two American schoolgirls teams up with a local girl for a work on Roumanian culture. Radu becomes attracted to them but runs into trouble when his brother Stephan helps the girls.;2.159.789;/uxjo4yfVF27vAxIWgXVps1AtqOU.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];08/08/1991;Subspecies;5.6;22
52022;0;[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}];tt0181315;Subspecies 4: Bloodstorm;Vampire fledgling Michelle Morgan has escaped the grasp of her master Radu Vladislas. Found by a woman named Ana, she is taken to a hospital where a doctor claims to be able to cure her vampirism. Radu, recovering from the near-death delivered by Michelle and her friends, travels to Bucharest to follow his fledgling. He visits the vampire Ash's stronghold. Ash and his protege Serena plot to destroy Radu and employ the help of the humans, Ana and the Doctor.;0.657037;/snm6JIPQo3l7Q6zbEpmUYCtNdid.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'RO', 'name': 'Romania'}];08/12/1998;Subspecies 4: Bloodstorm;5.8;9
10650;22000000;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];tt0086383;Sudden Impact;When a young rape victim takes justice into her own hands and becomes a serial killer, it's up to Dirty Harry Callahan, on suspension from the SFPD, to bring her to justice.;9.737.907;/AvTrLgO2wQViMeu5I0toQlBVOI7.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];07/12/1983;Sudden Impact;6.5;210
149910;0;[{'id': 10751, 'name': 'Family'}];tt2999390;Super Buddies;When the five puppies stumble upon the Five Power Rings of Inspiron (alien artifacts abandoned on Earth 16 years ago), they all develop super powers, and are enlisted in Captain Canine's battle against the evil Darkon alien Commander Drex. Captain Canine is commander of space ship Megasis and is from the planet Inspiron. He is the mortal enemy of the Commander Drex. In charge of protecting Princess Jorala and the Five Power Rings from Drex, Megasis places the rings in hiding on the planet Earth, and takes the form of a German Shepherd, intending to stay on earth in very deep cover. Adopted by aspiring young comic book artist Ian Shaeffer, and renamed Captain Canine, he spends 16 happy years on Earth, as Ian recounts the stories of his space adventures. But when the five Buddies discover the Power Rings and instantly develop superpowers, Captain Canine has to train them very quickly indeed - for Commander Drex is headed back to earth, and this time he's determined to succeed.;3.306.917;/cCwEVGKj70vW7UUG0RE3yYnEukR.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];07/08/2013;Super Buddies;6.0;31
9372;65000;[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];tt0390521;Super Size Me;Morgan Spurlock subjects himself to a diet based only on McDonald's fast food three times a day for thirty days without exercising to try to prove why so many Americans are fat or obese. He submits himself to a complete check-up by three doctors, comparing his weight along the way, resulting in a scary conclusion.;5.266.103;/9J2cYFtYRplFnHgn8V5ntCZEHut.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/01/2004;Super Size Me;6.6;520
39939;3000000;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}];tt0247745;Super Troopers;Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.;7.351.028;/b1SZHbN37wlYzCV9BqloYLHNxFA.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];18/01/2001;Super Troopers;6.6;367
1924;55000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}];tt0078346;Superman;Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane − who's in love with Superman. Clark must summon his superhero alter ego when the nefarious Lex Luthor launches a plan to take over the world.;15.460.102;/n2DOECThGG7h7m5AjLi2Nuh23u1.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];13/12/1978;Superman;6.9;1042
8536;54000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}];tt0081573;Superman II;Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.;10.301.621;/uvxjXSfph2FD07A2jBG9NHJnl27.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];04/12/1980;Superman II;6.5;642
9531;39000000;[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}];tt0086393;Superman III;Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.;9.614.638;/pDjfBk3YkdvRK2VERvoHaXJdNxF.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];17/06/1983;Superman III;5.3;500
11411;17000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}];tt0094074;Superman IV: The Quest for Peace;With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.;7.990.679;/q1P6UHWdrtZNkmdnoprV0ILfLlr.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];23/07/1987;Superman IV: The Quest for Peace;4.1;327
1452;270000000;[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}];tt0348150;Superman Returns;Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.;13.284.712;/e3aLTaD5ppxo3en0GAGceekEPAe.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];28/06/2006;Superman Returns;5.4;1429
45162;3500000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}];tt1673430;Superman/Batman: Apocalypse;Batman discovers a mysterious teen-aged girl with superhuman powers and a connection to Superman. When the girl comes to the attention of Darkseid, the evil overlord of Apokolips, events take a decidedly dangerous turn.;5.860.115;/wNtrbql45NqvomsYKr3uHXgFj2D.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];28/09/2010;Superman/Batman: Apocalypse;7.0;171
22855;0;[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}];tt1398941;Superman/Batman: Public Enemies;United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’, Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman, who must unite—and recruit help—to try and stave off the action-packed onslaught, stop the meteor Luthors plot.;8.572.867;/7eaHkUKAzfstt6XQCiXyuKiZUAw.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];29/09/2009;Superman/Batman: Public Enemies;6.7;158
5725;0;[{'id': 35, 'name': 'Comedy'}];tt0073768;Supervixens;Clint Ramsey has to leave his job working at Martin Bormann's gas station and flee after his wife is murdered by psycho cop Harry Sledge, who tries to pin the murder on Clint. Crossing America, Clint gets sexually harassed on all sides by various voluptuous nymphomaniacs, and it all ends in a literally explosive climax.;4.363.355;/fH5zYazrFrFvKhPuDlczTJEfYox.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];02/04/1975;Supervixens;6.4;35
9408;85000000;[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt0423294;Surf's Up;Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.;11.526.339;/2Car4vWVDenBIMhfCjBvAHzameI.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];08/06/2007;Surf's Up;5.9;616
29426;4000000;[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}];tt1134854;Survival of the Dead;On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.;9.159.799;/oGTMVwgQqwyJxJ841MNmVzoUgRg.jpg;[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];06/05/2010;Survival of the Dead;4.7;118
146030;0;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];tt0075292;Suvi;Characters familiar from Kevade are now in their 20s. In the beginning of the 20th century, Joosep Toots has returned from Russia, where he learned agriculture. He wants to start reforming his father's farm, Ülesoo. At the same time, he's competing with Kiir to win the love of Teele. Teele has stated that she agrees to marry with a farmer only. So Kiir decides to go to Russia to learn agriculture too.;0.00022;/zZlgmEtaj0oHciHpsTKonB4AHkS.jpg;[{'iso_3166_1': 'EE', 'name': 'Estonia'}];10/06/1976;Summer;8.0;1
17918;3000000;[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}];tt0084745;Swamp Thing;Dr. Alec Holland, hidden away in the depths of a murky swamp, is trying to create a new species - a combination of animal and plant capable of adapting and thriving in the harshest conditions. Unfortunately he becomes subject of his own creation and is transformed. Arcane, desperate for the formula, attempts to capture the Swamp Thing. An explosive chase ensues that ultimately ends with a confrontation between Holland and a changed Arcane...;9.412.377;/mlTr4tY9pWa7QQPdV9xkxVaJ5GC.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];19/02/1982;Swamp Thing;5.4;92
55762;209595;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];tt0076788;Sweeney!;The film followed the adventures of DI Regan and DS Carter as they became embroiled in a deadly political scandal. One of the leading members of the government, Charles Baker (Ian Bannen) is about to secure a huge deal with OPEC stabilising the world oil market and boosting Britain's position within it. Baker is the rising star of government, regarded a future prime minister, who is closely controlled by his urbane, manipulative American press secretary Elliot McQueen (Barry Foster). When Regan investigates the mysterious death of a prostitute as a favour to one of his informants, he becomes aware that Baker and McQueen might be involved. A spate of killings follow - which sees Regan take on both the criminals and the hierarchy of the Metropolitan Police and British security services. The outcome of the film was similar to that of the Profumo affair, through with a typical Sweeney bittersweet ending.;0.529845;/blKtZ8XwVKS9DT3kKtxaeyXxNDR.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];14/01/1977;Sweeney!;7.2;5
180863;18000000;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];tt2763304;T2 Trainspotting;After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.;17.645.877;/fbHXfr2N4pI2j7i9RLYiddjotBl.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];27/01/2017;T2 Trainspotting;7.1;795
41142;6153120;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}];tt1145479;Täällä Pohjantähden alla;Perustuu Väinö Linnan samannimiseen romaanitrilogiaan, joka on yksi suomalaisen kirjallisuuden tärkeimmistä teoksista.;0.320384;/8MJux9RPVEwhbzRjk0l2znHnwni.jpg;[{'iso_3166_1': 'FI', 'name': 'Finland'}];04/12/2009;Under the North Star;6.8;6
31292;0;[];tt0098544;Täcknamn Coq Rouge;Han heter Carl Hamilton. Han är specialutbildad av CIA. Säpo vill inte ha honom, men måste ta honom ändå när terrorister baserade i Sverige hotar att sätta sina mordiska planer i verket. När alla utvägar är prövade och stängda - då kallar man in Carl Hamilton.;0.553682;/nhWqBFWzvj9c1N83eryX7sn7ZHW.jpg;[{'iso_3166_1': 'MA', 'name': 'Morocco'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}];25/08/1989;Code Name Coq Rouge;5.8;5
8681;25000000;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];tt0936501;Taken;While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.;16.367.481;/3zlffXmo7QpVBc17QIJWrRfasVr.jpg;[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];18/02/2008;Taken;7.2;4444
82675;45000000;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];tt1397280;Taken 2;In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.;16.376.482;/rDX2zd9aVMJnBmlS8efwOYsi76R.jpg;[{'iso_3166_1': 'FR', 'name': 'France'}];27/09/2012;Taken 2;6.1;2783
260346;48000000;[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}];tt2446042;Taken 3;Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.;18.081.483;/ikDwR3i2bczqnRf1urJTy77YTFf.jpg;[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];16/12/2014;Taken 3;6.1;2225
38939;0;[{'id': 27, 'name': 'Horror'}];tt0069341;Tales from the Crypt;Five people find themselves in a tomb. The Crypt keeper explains why they are there through a series of frightening stories. Based on the classic comic book.;4.407.775;/WjAXvs4MVFA25FrD6IsaPjNMDc.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];09/03/1972;Tales from the Crypt;7.2;52
9059;0;[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}];tt0114608;Tales from the Crypt: Demon Knight;A man on the run is hunted by a demon known as the Collector.;9.455.342;/8uD5yk0ECebJ59lhvhTBKhUojc.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];13/01/1995;Tales from the Crypt: Demon Knight;6.7;96
38757;260000000;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}];tt0398286;Tangled;When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.;14.684.761;/re6AOJbhBk9FIK3knwU6rYlbPDx.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];24/11/2010;Tangled;7.4;3419
82881;0;[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}];tt2112281;Tangled Ever After;The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?;9.953.967;/p9PMuQw7FlVF5O2q2GbNpt5vt7z.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];13/01/2012;Tangled Ever After;7.1;383
37135;150000000;[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}];tt0120855;Tarzan;Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...;12.453.452;/hnTrfKJmnPLMTajHw2RDgv6hVyH.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];18/06/1999;Tarzan;7.1;1715
13683;0;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}];tt0313680;Tarzan & Jane;Sprightly amusement for kids of all ages, Disney's direct-to-video sequel to its animated hit sandwiches jungle derring-do and lots of silly sight gags between song and dance number. With the first anniversary of her wedding to Tarzan (voice of Michael T. Weiss) beckoning, Jane (Olivia D'Abo) ponders how to make it the perfect English celebration;6.237.055;/hy2Jul5g4LWr6pgMo3L2MPN3qsn.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];24/06/2002;Tarzan & Jane;5.4;108
18994;95;[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}];tt0025862;Tarzan and His Mate;Harry Holt returns to Africa to head up a large ivory expedition. This time he brings his womanizing friend Marlin Arlington. Holt also harbors ideas about convincing Jane to return to London. When Holt and Arlington show Jane some of the modern clothes and perfumes they brought from civilization, she is impressed but not enough to return.;1.273.076;/avvTuFDk89DLiVR8mnDoCaH4jHw.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];20/04/1934;Tarzan and His Mate;6.1;38
55872;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}];tt0038151;Tarzan and the Amazons;A group of archaeologists asks Tarzan to help them find an ancient city in a hidden valley of women. He refuses, but Boy is tricked into doing the job. The queen of the women asks Tarzan to help them.;2.164.087;/fIds47nFX8zCM8HOZutq8fSpvX.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];29/04/1945;Tarzan and the Amazons;5.0;9
55873;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}];tt0039011;Tarzan and the Leopard Woman;An African tribe devoted to the leopard cult is dedicated to preventing civilization from moving further into Africa. Tarzan fights them when the cult first attacks a caravan and next attacks Jane and Boy. Tarzan is captured. Boy is bothered by the Leopard Priestess' younger brother. Cheetah saves the day.;2.360.545;/a0fnQ8oFEXg3H7sedGLecwl8yYe.jpg;[];01/01/1946;Tarzan and the Leopard Woman;5.7;6
76081;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}];tt0061067;Tarzan and the Valley of Gold;The international criminal Vinaro enjoys sending explosive wristwatches to his enemies.;0.391716;/6r3X0Tu4DWhwf8AHvSBBOffJnL2.jpg;[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];01/07/1966;Tarzan and the Valley of Gold;4.0;3
